one,three,five,seven,nine
17.1436949999999,84.6644719999998,132.203311,27.997249,16.0595270000001
16.6722859999999,19.6480969999997,16.2242520000002,16.1209339999999,17.347743
16.8581569999999,22.0209230000004,16.5240390000001,16.3647340000002,21.4839059999998
16.9971039999999,16.3576679999999,19.114772,30.3877859999999,18.6051089999997
16.2765740000002,17.1410860000001,21.057146,18.3407880000002,16.749275
17.2055249999998,18.199654,17.7020560000001,17.6236680000001,18.072224
16.2884890000001,16.9966399999999,20.9053320000003,18.8790550000002,20.739367
16.532832,17.9730720000002,76.4924269999998,53.6894619999999,16.0081699999997
17.054245,16.5086749999999,23.9485510000001,26.863122,16.0595099999998
16.808355,17.274252,40.186539,91.078129,16.957406
16.4229690000002,18.332483,25.1399619999999,106.907279,24.159467
16.4486899999998,17.6221500000002,27.370608,106.942494,41.0283499999999
16.8581290000001,17.4875509999999,21.251033,52.5645210000003,119.662814
16.746318,16.1206480000002,22.4116730000001,18.3724839999999,157.180285
17.3645929999999,17.5307589999996,18.4575700000003,52.2052280000001,73.292827
16.6325359999999,19.5249159999999,103.529543,28.63332,42.125542
16.1418280000001,16.3051649999999,41.9320880000003,80.7608609999999,76.9738330000003
16.904933,17.1175529999998,41.1519669999998,39.9965040000003,56.8696600000003
16.631853,16.4010390000002,50.6310490000002,24.7579359999999,17.5990769999999
17.2908329999999,17.198053,23.5891849999996,17.0055009999999,31.3755420000001
16.820187,17.4244589999999,157.868887,33.6397460000004,53.093316
19.873501,17.3226960000004,16.3577670000001,20.0519260000003,88.21616
136.790343,17.2358200000002,17.5005530000001,70.427289,146.045009
16.4068190000002,16.5263209999997,23.9853989999999,24.1153430000001,20.2244770000002
16.8966619999997,128.8615,16.0833330000001,66.3019029999998,36.136951
16.122588,16.6598699999998,19.3088599999998,16.632881,33.5562060000001
17.6182960000002,21.9242030000002,18.5005919999997,57.2515139999998,26.1911690000001
16.3885459999999,16.8131970000003,23.9463190000002,24.4848330000003,25.6717769999999
16.4246349999999,16.850598,18.7974520000003,20.4984430000001,19.3599230000001
16.2672380000002,16.328927,25.9742059999999,23.8368659999999,21.2140029999999
16.613483,16.713711,16.428458,18.9107119999998,17.0971720000002
17.6545260000003,16.400462,20.5667790000001,29.0357329999997,27.1928720000001
16.0474489999998,16.6630669999996,18.377536,39.1701540000002,73.929401
16.7437350000004,16.9979110000003,16.4777340000004,43.299985,53.670286
16.8968349999998,16.5350399999999,51.9817440000003,41.5079439999997,55.0363680000001
16.346822,17.3621719999999,20.7847399999999,32.0233889999999,22.716688
16.8523709999997,16.1801980000003,60.4509260000001,21.5172949999998,24.4770999999999
16.1316870000001,17.6574430000001,160.760208999999,158.220715,192.738239
16.9749180000003,16.8033210000003,16.5163290000008,20.7877819999998,22.5492429999998
17.4972309999997,16.8147329999999,19.6743250000004,18.7541150000001,20.1009500000002
16.109959,16.6041419999998,18.260883,16.1361279999999,18.9382029999998
16.5478280000002,16.2968189999999,19.5495360000004,28.0196259999999,27.526945
16.514946,16.5335640000004,20.1409860000004,24.3932520000003,21.9742060000003
17.1366370000001,20.7785509999998,90.2295399999993,28.2922769999998,20.1293949999997
16.5546919999997,16.6129350000004,78.609352,24.1257529999999,28.9868420000001
16.6177830000001,22.8467739999996,30.8862489999999,19.1211460000003,32.9550420000002
16.6395980000003,104.278376,26.4960949999997,19.9775530000004,19.8951770000004
16.2860489999996,18.755171,95.4133160000001,26.8770679999992,24.6792720000002
17.0409410000003,16.8757529999999,19.1177300000005,26.5012460000005,17.0805949999995
16.4320569999998,16.2125550000001,18.3545490000006,25.0324399999995,17.0141059999995
